CEP;COD_SETOR;COD_UF;COD_MUNICIPIO;NOM_TIPO_SEGLOGR;NOM_TITULO_SEGLOGR;NOM_SEGLOGR
13506600;354390705000139P;35;3543907;AVENIDA;;QUARENTA E SEIS A
13500340;354390705000003P;35;3543907;AVENIDA;;TREZE
13506566;354390705000139P;35;3543907;RUA;;3 A
13501630;354390705000297P;35;3543907;RUA;;DEZESSETE I
13504300;354390705000103P;35;3543907;RUA;;VINTE E DOIS
13506600;354390705000139P;35;3543907;AVENIDA;;QUARENTA E SEIS A
13500505;354390705000006P;35;3543907;AVENIDA;VISCONDE;DE RIO CLARO
13505550;354390705000471P;35;3543907;AVENIDA;;UM JP DOIS
13505550;354390705000471P;35;3543907;AVENIDA;;UM JP DOIS
13505550;354390705000471P;35;3543907;AVENIDA;;UM JP DOIS
13504300;354390705000103P;35;3543907;RUA;;VINTE E DOIS
13500340;354390705000003P;35;3543907;AVENIDA;;TREZE
13502744;354390705000208P;35;3543907;RUA;;QUATRO
13505550;354390705000471P;35;3543907;AVENIDA;;UM JP DOIS
13502744;354390705000208P;35;3543907;RUA;;QUATRO
13502744;354390705000208P;35;3543907;RUA;;QUATRO
13500505;354390705000006P;35;3543907;AVENIDA;VISCONDE;DE RIO CLARO
13504300;354390705000103P;35;3543907;RUA;;VINTE E DOIS
13502744;354390705000208P;35;3543907;RUA;;QUATRO
13506566;354390705000139P;35;3543907;RUA;;3 A
13500340;354390705000003P;35;3543907;AVENIDA;;TREZE
13506600;354390705000139P;35;3543907;AVENIDA;;QUARENTA E SEIS A
13500143;354390705000002P;35;3543907;RUA;;SETE
13504380;354390705000103P;35;3543907;AVENIDA;;QUARENTA E OITO
13505550;354390705000471P;35;3543907;AVENIDA;;UM JP DOIS
13505550;354390705000471P;35;3543907;AVENIDA;;UM JP DOIS
13500143;354390705000002P;35;3543907;RUA;;SETE
13504300;354390705000103P;35;3543907;RUA;;VINTE E DOIS
13502744;354390705000208P;35;3543907;RUA;;QUATRO
13500340;354390705000003P;35;3543907;AVENIDA;;TREZE
13500143;354390705000002P;35;3543907;RUA;;SETE
13505550;354390705000471P;35;3543907;AVENIDA;;UM JP DOIS
13500143;354390705000002P;35;3543907;RUA;;SETE
13500340;354390705000003P;35;3543907;AVENIDA;;TREZE
13505550;354390705000471P;35;3543907;AVENIDA;;UM JP DOIS
13504300;354390705000103P;35;3543907;RUA;;VINTE E DOIS
13505550;354390705000471P;35;3543907;AVENIDA;;UM JP DOIS
13505550;354390705000471P;35;3543907;AVENIDA;;UM JP DOIS
13506566;354390705000139P;35;3543907;RUA;;3 A
13502744;354390705000208P;35;3543907;RUA;;QUATRO
13505550;354390705000471P;35;3543907;AVENIDA;;UM JP DOIS
13505550;354390705000471P;35;3543907;AVENIDA;;UM JP DOIS
13502744;354390705000208P;35;3543907;RUA;;QUATRO
13502744;354390705000208P;35;3543907;RUA;;QUATRO
13506566;354390705000139P;35;3543907;RUA;;3 A
13504300;354390705000103P;35;3543907;RUA;;VINTE E DOIS
13504300;354390705000103P;35;3543907;RUA;;VINTE E DOIS
13502744;354390705000208P;35;3543907;RUA;;QUATRO
13502744;354390705000208P;35;3543907;RUA;;QUATRO
13500143;354390705000002P;35;3543907;RUA;;SETE
13502744;354390705000208P;35;3543907;RUA;;QUATRO
13506600;354390705000139P;35;3543907;AVENIDA;;QUARENTA E SEIS A
13506600;354390705000139P;35;3543907;AVENIDA;;QUARENTA E SEIS A
13506566;354390705000139P;35;3543907;RUA;;3 A
13500505;354390705000006P;35;3543907;AVENIDA;VISCONDE;DE RIO CLARO
13500340;354390705000003P;35;3543907;AVENIDA;;TREZE
13506600;354390705000139P;35;3543907;AVENIDA;;QUARENTA E SEIS A
13502744;354390705000208P;35;3543907;RUA;;QUATRO
13502744;354390705000208P;35;3543907;RUA;;QUATRO
13502744;354390705000208P;35;3543907;RUA;;QUATRO
13506600;354390705000139P;35;3543907;AVENIDA;;QUARENTA E SEIS A
13506566;354390705000139P;35;3543907;RUA;;3 A
13504300;354390705000103P;35;3543907;RUA;;VINTE E DOIS
13502744;354390705000208P;35;3543907;RUA;;QUATRO
13506600;354390705000139P;35;3543907;AVENIDA;;QUARENTA E SEIS A
13500340;354390705000003P;35;3543907;AVENIDA;;TREZE
13505550;354390705000471P;35;3543907;AVENIDA;;UM JP DOIS
13505550;354390705000471P;35;3543907;AVENIDA;;UM JP DOIS
13502744;354390705000208P;35;3543907;RUA;;QUATRO
13506566;354390705000139P;35;3543907;RUA;;3 A
13500143;354390705000002P;35;3543907;RUA;;SETE
13502744;354390705000208P;35;3543907;RUA;;QUATRO
13502744;354390705000208P;35;3543907;RUA;;QUATRO
13502744;354390705000208P;35;3543907;RUA;;QUATRO
13500340;354390705000003P;35;3543907;AVENIDA;;TREZE
13505550;354390705000471P;35;3543907;AVENIDA;;UM JP DOIS
13505550;354390705000471P;35;3543907;AVENIDA;;UM JP DOIS
13502744;354390705000208P;35;3543907;RUA;;QUATRO
13502744;354390705000208P;35;3543907;RUA;;QUATRO
13500340;354390705000003P;35;3543907;AVENIDA;;TREZE
13505550;354390705000471P;35;3543907;AVENIDA;;UM JP DOIS
13505550;354390705000471P;35;3543907;AVENIDA;;UM JP DOIS
13506600;354390705000139P;35;3543907;AVENIDA;;QUARENTA E SEIS A
13505550;354390705000471P;35;3543907;AVENIDA;;UM JP DOIS
13500340;354390705000003P;35;3543907;AVENIDA;;TREZE
13502744;354390705000208P;35;3543907;RUA;;QUATRO
13504300;354390705000103P;35;3543907;RUA;;VINTE E DOIS
13505550;354390705000471P;35;3543907;AVENIDA;;UM JP DOIS
13506566;354390705000139P;35;3543907;RUA;;3 A
13500340;354390705000003P;35;3543907;AVENIDA;;TREZE
13502744;354390705000208P;35;3543907;RUA;;QUATRO
13506600;354390705000139P;35;3543907;AVENIDA;;QUARENTA E SEIS A
13505550;354390705000471P;35;3543907;AVENIDA;;UM JP DOIS
13500411;354390705000006P;35;3543907;AVENIDA;;2
13505550;354390705000471P;35;3543907;AVENIDA;;UM JP DOIS
13504300;354390705000103P;35;3543907;RUA;;VINTE E DOIS
13500340;354390705000003P;35;3543907;AVENIDA;;TREZE
13505550;354390705000471P;35;3543907;AVENIDA;;UM JP DOIS
13500143;354390705000002P;35;3543907;RUA;;SETE
13502744;354390705000208P;35;3543907;RUA;;QUATRO
13505550;354390705000471P;35;3543907;AVENIDA;;UM JP DOIS
13504300;354390705000103P;35;3543907;RUA;;VINTE E DOIS
13505550;354390705000471P;35;3543907;AVENIDA;;UM JP DOIS
13502744;354390705000208P;35;3543907;RUA;;QUATRO
13500411;354390705000006P;35;3543907;AVENIDA;;2
13500143;354390705000002P;35;3543907;RUA;;SETE
13500143;354390705000002P;35;3543907;RUA;;SETE
13502744;354390705000208P;35;3543907;RUA;;QUATRO
13505550;354390705000471P;35;3543907;AVENIDA;;UM JP DOIS
13500143;354390705000002P;35;3543907;RUA;;SETE
13502744;354390705000208P;35;3543907;RUA;;QUATRO
13502744;354390705000208P;35;3543907;RUA;;QUATRO
13506600;354390705000139P;35;3543907;AVENIDA;;QUARENTA E SEIS A
13506566;354390705000139P;35;3543907;RUA;;3 A
13505550;354390705000471P;35;3543907;AVENIDA;;UM JP DOIS
13500143;354390705000002P;35;3543907;RUA;;SETE
13504300;354390705000103P;35;3543907;RUA;;VINTE E DOIS
13504300;354390705000103P;35;3543907;RUA;;VINTE E DOIS
13505550;354390705000471P;35;3543907;AVENIDA;;UM JP DOIS
13500380;354390705000004P;35;3543907;AVENIDA;;5
13504655;354390705000391P;35;3543907;RUA;;VINTE E DOIS PA
13500380;354390705000004P;35;3543907;AVENIDA;;5
13500220;354390705000020P;35;3543907;RUA;;NOVE
13503151;354390705000228P;35;3543907;RUA;;VINTE E NOVE
13503151;354390705000228P;35;3543907;RUA;;VINTE E NOVE
13505380;354390705000155P;35;3543907;AVENIDA;;M VINTE E CINCO
13500161;354390705000024P;35;3543907;RUA;;TRES
13500161;354390705000024P;35;3543907;RUA;;TRES
13500410;354390705000006P;35;3543907;AVENIDA;;2
13504655;354390705000391P;35;3543907;RUA;;VINTE E DOIS PA
13501105;354390705000297P;35;3543907;RUA;;DEZESSETE I
13505360;354390705000130P;35;3543907;AVENIDA;;M VINTE E UM
13500143;354390705000002P;35;3543907;RUA;;SETE
13500143;354390705000002P;35;3543907;RUA;;SETE
13500110;354390705000003P;35;3543907;RUA;;12
13500161;354390705000024P;35;3543907;RUA;;TRES
13500410;354390705000006P;35;3543907;AVENIDA;;2
13500220;354390705000020P;35;3543907;RUA;;NOVE
13500410;354390705000006P;35;3543907;AVENIDA;;2
13507002;354390705000447P;35;3543907;RUA;;UM F
13502745;354390705000208P;35;3543907;RUA;;5
13500380;354390705000004P;35;3543907;AVENIDA;;5
13500161;354390705000024P;35;3543907;RUA;;TRES
13500410;354390705000006P;35;3543907;AVENIDA;;2
13501105;354390705000297P;35;3543907;RUA;;DEZESSETE I
13502745;354390705000208P;35;3543907;RUA;;5
13500380;354390705000004P;35;3543907;AVENIDA;;5
13500220;354390705000020P;35;3543907;RUA;;NOVE
13503151;354390705000228P;35;3543907;RUA;;VINTE E NOVE
13503151;354390705000228P;35;3543907;RUA;;VINTE E NOVE
13507002;354390705000447P;35;3543907;RUA;;UM F
13502745;354390705000208P;35;3543907;RUA;;5
13502745;354390705000208P;35;3543907;RUA;;5
13500161;354390705000024P;35;3543907;RUA;;TRES
13500161;354390705000024P;35;3543907;RUA;;TRES
13500410;354390705000006P;35;3543907;AVENIDA;;2
13500410;354390705000006P;35;3543907;AVENIDA;;2
13502745;354390705000208P;35;3543907;RUA;;5
13500161;354390705000024P;35;3543907;RUA;;TRES
13500161;354390705000024P;35;3543907;RUA;;TRES
13500380;354390705000004P;35;3543907;AVENIDA;;5
13500143;354390705000002P;35;3543907;RUA;;SETE
13502745;354390705000208P;35;3543907;RUA;;5
13501105;354390705000297P;35;3543907;RUA;;DEZESSETE I
13500110;354390705000003P;35;3543907;RUA;;12
13500220;354390705000020P;35;3543907;RUA;;NOVE
13505380;354390705000155P;35;3543907;AVENIDA;;M VINTE E CINCO
13505380;354390705000155P;35;3543907;AVENIDA;;M VINTE E CINCO
13502745;354390705000208P;35;3543907;RUA;;5
13507002;354390705000447P;35;3543907;RUA;;UM F
13504622;354390705000103P;35;3543907;AVENIDA;;QUARENTA E OITO SE
13505380;354390705000155P;35;3543907;AVENIDA;;M VINTE E CINCO
13502745;354390705000208P;35;3543907;RUA;;5
13500380;354390705000004P;35;3543907;AVENIDA;;5
13500143;354390705000002P;35;3543907;RUA;;SETE
13505380;354390705000155P;35;3543907;AVENIDA;;M VINTE E CINCO
13507002;354390705000447P;35;3543907;RUA;;UM F
13500410;354390705000006P;35;3543907;AVENIDA;;2
13500410;354390705000006P;35;3543907;AVENIDA;;2
13502745;354390705000208P;35;3543907;RUA;;5
13500220;354390705000020P;35;3543907;RUA;;NOVE
13504655;354390705000391P;35;3543907;RUA;;VINTE E DOIS PA
13507002;354390705000447P;35;3543907;RUA;;UM F
13502745;354390705000208P;35;3543907;RUA;;5
13504655;354390705000391P;35;3543907;RUA;;VINTE E DOIS PA
13503151;354390705000228P;35;3543907;RUA;;VINTE E NOVE
13501105;354390705000297P;35;3543907;RUA;;DEZESSETE I
13500110;354390705000003P;35;3543907;RUA;;12
13500220;354390705000020P;35;3543907;RUA;;NOVE
13501105;354390705000297P;35;3543907;RUA;;DEZESSETE I
13505360;354390705000130P;35;3543907;AVENIDA;;M VINTE E UM
13507002;354390705000447P;35;3543907;RUA;;UM F
13500143;354390705000002P;35;3543907;RUA;;SETE
13500380;354390705000004P;35;3543907;AVENIDA;;5
13500110;354390705000003P;35;3543907;RUA;;12
13500110;354390705000003P;35;3543907;RUA;;12
13505360;354390705000130P;35;3543907;AVENIDA;;M VINTE E UM
13504655;354390705000391P;35;3543907;RUA;;VINTE E DOIS PA
13502745;354390705000208P;35;3543907;RUA;;5
13500161;354390705000024P;35;3543907;RUA;;TRES
13504655;354390705000391P;35;3543907;RUA;;VINTE E DOIS PA
13501105;354390705000297P;35;3543907;RUA;;DEZESSETE I
13505360;354390705000130P;35;3543907;AVENIDA;;M VINTE E UM
13500143;354390705000002P;35;3543907;RUA;;SETE
13500220;354390705000020P;35;3543907;RUA;;NOVE
13502745;354390705000208P;35;3543907;RUA;;5
13500410;354390705000006P;35;3543907;AVENIDA;;2
13504655;354390705000391P;35;3543907;RUA;;VINTE E DOIS PA
13503151;354390705000228P;35;3543907;RUA;;VINTE E NOVE
13500143;354390705000002P;35;3543907;RUA;;SETE
13500220;354390705000020P;35;3543907;RUA;;NOVE
13507002;354390705000447P;35;3543907;RUA;;UM F
13502745;354390705000208P;35;3543907;RUA;;5
13502745;354390705000208P;35;3543907;RUA;;5
13500110;354390705000003P;35;3543907;RUA;;12
13504655;354390705000391P;35;3543907;RUA;;VINTE E DOIS PA
13507002;354390705000447P;35;3543907;RUA;;UM F
13502745;354390705000208P;35;3543907;RUA;;5
13504655;354390705000391P;35;3543907;RUA;;VINTE E DOIS PA
13504655;354390705000391P;35;3543907;RUA;;VINTE E DOIS PA
13500110;354390705000003P;35;3543907;RUA;;12
13500143;354390705000002P;35;3543907;RUA;;SETE
13505380;354390705000155P;35;3543907;AVENIDA;;M VINTE E CINCO
13500380;354390705000004P;35;3543907;AVENIDA;;5
13500220;354390705000020P;35;3543907;RUA;;NOVE
13500161;354390705000024P;35;3543907;RUA;;TRES
13504655;354390705000391P;35;3543907;RUA;;VINTE E DOIS PA
13503151;354390705000228P;35;3543907;RUA;;VINTE E NOVE
13505380;354390705000155P;35;3543907;AVENIDA;;M VINTE E CINCO
13500380;354390705000004P;35;3543907;AVENIDA;;5
13500161;354390705000024P;35;3543907;RUA;;TRES
13504655;354390705000391P;35;3543907;RUA;;VINTE E DOIS PA
13503151;354390705000228P;35;3543907;RUA;;VINTE E NOVE
13503151;354390705000228P;35;3543907;RUA;;VINTE E NOVE
13500220;354390705000020P;35;3543907;RUA;;NOVE
13500143;354390705000002P;35;3543907;RUA;;SETE
13501105;354390705000297P;35;3543907;RUA;;DEZESSETE I
13502745;354390705000208P;35;3543907;RUA;;5
13502745;354390705000208P;35;3543907;RUA;;5
13500410;354390705000006P;35;3543907;AVENIDA;;2
13500380;354390705000004P;35;3543907;AVENIDA;;5
13500410;354390705000006P;35;3543907;AVENIDA;;2
13501105;354390705000297P;35;3543907;RUA;;DEZESSETE I
13500161;354390705000024P;35;3543907;RUA;;TRES
13501105;354390705000297P;35;3543907;RUA;;DEZESSETE I
13505360;354390705000130P;35;3543907;AVENIDA;;M VINTE E UM
13505380;354390705000155P;35;3543907;AVENIDA;;M VINTE E CINCO
13502745;354390705000208P;35;3543907;RUA;;5
13500220;354390705000020P;35;3543907;RUA;;NOVE
13500161;354390705000024P;35;3543907;RUA;;TRES
13500505;354390705000006P;35;3543907;AVENIDA;VISCONDE;DE RIO CLARO
13507002;354390705000447P;35;3543907;RUA;;UM F
13505380;354390705000155P;35;3543907;AVENIDA;;M VINTE E CINCO
13501105;354390705000297P;35;3543907;RUA;;DEZESSETE I
13500110;354390705000003P;35;3543907;RUA;;12
13501105;354390705000297P;35;3543907;RUA;;DEZESSETE I
13500143;354390705000002P;35;3543907;RUA;;SETE
13504655;354390705000391P;35;3543907;RUA;;VINTE E DOIS PA
13501105;354390705000297P;35;3543907;RUA;;DEZESSETE I
13500110;354390705000003P;35;3543907;RUA;;12
13500220;354390705000020P;35;3543907;RUA;;NOVE
13503151;354390705000228P;35;3543907;RUA;;VINTE E NOVE
13504655;354390705000391P;35;3543907;RUA;;VINTE E DOIS PA
13504655;354390705000391P;35;3543907;RUA;;VINTE E DOIS PA
13502745;354390705000208P;35;3543907;RUA;;5
13504655;354390705000391P;35;3543907;RUA;;VINTE E DOIS PA
13505360;354390705000130P;35;3543907;AVENIDA;;M VINTE E UM
13505360;354390705000130P;35;3543907;AVENIDA;;M VINTE E UM
13500220;354390705000020P;35;3543907;RUA;;NOVE
13504655;354390705000391P;35;3543907;RUA;;VINTE E DOIS PA
13500143;354390705000002P;35;3543907;RUA;;SETE
13500220;354390705000020P;35;3543907;RUA;;NOVE
13500161;354390705000024P;35;3543907;RUA;;TRES
13500161;354390705000024P;35;3543907;RUA;;TRES
13504622;354390705000103P;35;3543907;AVENIDA;;QUARENTA E OITO SE
13505380;354390705000155P;35;3543907;AVENIDA;;M VINTE E CINCO
13504655;354390705000391P;35;3543907;RUA;;VINTE E DOIS PA
13505360;354390705000130P;35;3543907;AVENIDA;;M VINTE E UM
13500161;354390705000024P;35;3543907;RUA;;TRES
13501100;354390705000297P;35;3543907;AVENIDA;;CINQUENTA E SETE
13503151;354390705000228P;35;3543907;RUA;;VINTE E NOVE
13501100;354390705000297P;35;3543907;AVENIDA;;CINQUENTA E SETE
13500340;354390705000003P;35;3543907;AVENIDA;;TREZE
13504113;354390705000112P;35;3543907;RUA;;DOIS
13500145;354390705000002P;35;3543907;RUA;;9
13504113;354390705000112P;35;3543907;RUA;;DOIS
13501550;354390705000297P;35;3543907;AVENIDA;;CINQUENTA E NOVA
13503151;354390705000228P;35;3543907;RUA;;VINTE E NOVE
13503280;354390705000015P;35;3543907;RUA;;DEZESSETE
13501550;354390705000297P;35;3543907;AVENIDA;;CINQUENTA E NOVA
13501550;354390705000297P;35;3543907;AVENIDA;;CINQUENTA E NOVA
13501100;354390705000297P;35;3543907;AVENIDA;;CINQUENTA E SETE
13501100;354390705000297P;35;3543907;AVENIDA;;CINQUENTA E SETE
13500145;354390705000002P;35;3543907;RUA;;9
13500160;354390705000024P;35;3543907;RUA;;TRES
13501550;354390705000297P;35;3543907;AVENIDA;;CINQUENTA E NOVA
13503280;354390705000015P;35;3543907;RUA;;DEZESSETE
13504113;354390705000112P;35;3543907;RUA;;DOIS
13503151;354390705000228P;35;3543907;RUA;;VINTE E NOVE
13500340;354390705000003P;35;3543907;AVENIDA;;TREZE
13503280;354390705000015P;35;3543907;RUA;;DEZESSETE
13501550;354390705000297P;35;3543907;AVENIDA;;CINQUENTA E NOVA
13500145;354390705000002P;35;3543907;RUA;;9
13501550;354390705000297P;35;3543907;AVENIDA;;CINQUENTA E NOVA
13500340;354390705000003P;35;3543907;AVENIDA;;TREZE
13503151;354390705000228P;35;3543907;RUA;;VINTE E NOVE
13500145;354390705000002P;35;3543907;RUA;;9
13501630;354390705000297P;35;3543907;AVENIDA;;CINQUENTA E UM
13500350;354390705000008P;35;3543907;AVENIDA;;ONZE
13500160;354390705000024P;35;3543907;RUA;;TRES
13504113;354390705000112P;35;3543907;RUA;;DOIS
13500400;354390705000208P;35;3543907;AVENIDA;;UM
13501100;354390705000297P;35;3543907;AVENIDA;;CINQUENTA E SETE
13500340;354390705000003P;35;3543907;AVENIDA;;TREZE
13503151;354390705000228P;35;3543907;RUA;;VINTE E NOVE
13500160;354390705000024P;35;3543907;RUA;;TRES
13500160;354390705000024P;35;3543907;RUA;;TRES
13500145;354390705000002P;35;3543907;RUA;;9
13501550;354390705000297P;35;3543907;AVENIDA;;CINQUENTA E NOVA
13501550;354390705000297P;35;3543907;AVENIDA;;CINQUENTA E NOVA
13500350;354390705000008P;35;3543907;AVENIDA;;ONZE
13501550;354390705000297P;35;3543907;AVENIDA;;CINQUENTA E NOVA
13501550;354390705000297P;35;3543907;AVENIDA;;CINQUENTA E NOVA
13503151;354390705000228P;35;3543907;RUA;;VINTE E NOVE
13500400;354390705000208P;35;3543907;AVENIDA;;UM
13503280;354390705000015P;35;3543907;RUA;;DEZESSETE
13503280;354390705000015P;35;3543907;RUA;;DEZESSETE
13500145;354390705000002P;35;3543907;RUA;;9
13501100;354390705000297P;35;3543907;AVENIDA;;CINQUENTA E SETE
13504113;354390705000112P;35;3543907;RUA;;DOIS
13500350;354390705000008P;35;3543907;AVENIDA;;ONZE
13503280;354390705000015P;35;3543907;RUA;;DEZESSETE
13504113;354390705000112P;35;3543907;RUA;;DOIS
13503151;354390705000228P;35;3543907;RUA;;VINTE E NOVE
13500350;354390705000008P;35;3543907;AVENIDA;;ONZE
13501100;354390705000297P;35;3543907;AVENIDA;;CINQUENTA E SETE
13501100;354390705000297P;35;3543907;AVENIDA;;CINQUENTA E SETE
13500340;354390705000003P;35;3543907;AVENIDA;;TREZE
13500340;354390705000003P;35;3543907;AVENIDA;;TREZE
13501100;354390705000297P;35;3543907;AVENIDA;;CINQUENTA E SETE
13503151;354390705000228P;35;3543907;RUA;;VINTE E NOVE
13500145;354390705000002P;35;3543907;RUA;;9
13500350;354390705000008P;35;3543907;AVENIDA;;ONZE
13500145;354390705000002P;35;3543907;RUA;;9
13503151;354390705000228P;35;3543907;RUA;;VINTE E NOVE
13500160;354390705000024P;35;3543907;RUA;;TRES
13501100;354390705000297P;35;3543907;AVENIDA;;CINQUENTA E SETE
13501100;354390705000297P;35;3543907;AVENIDA;;CINQUENTA E SETE
13500145;354390705000002P;35;3543907;RUA;;9
13500145;354390705000002P;35;3543907;RUA;;9
13503151;354390705000228P;35;3543907;RUA;;VINTE E NOVE
13503280;354390705000015P;35;3543907;RUA;;DEZESSETE
13500400;354390705000208P;35;3543907;AVENIDA;;UM
13503111;354390705000228P;35;3543907;RUA;;VINTE E QUATRO
13501550;354390705000297P;35;3543907;AVENIDA;;CINQUENTA E NOVA
13501550;354390705000297P;35;3543907;AVENIDA;;CINQUENTA E NOVA
13500380;354390705000008P;35;3543907;AVENIDA;;5
13500160;354390705000008P;35;3543907;RUA;;TRES
13500402;354390705000004P;35;3543907;AVENIDA;;UM
13504227;354390705000129P;35;3543907;RUA;;DOIS JZ
13503400;354390705000015P;35;3543907;AVENIDA;;TREZE
13500402;354390705000004P;35;3543907;AVENIDA;;UM
13500160;354390705000008P;35;3543907;RUA;;TRES
13500220;354390705000020P;35;3543907;RUA;;NOVE
13500220;354390705000020P;35;3543907;RUA;;NOVE
13503400;354390705000015P;35;3543907;AVENIDA;;TREZE
13500220;354390705000020P;35;3543907;RUA;;NOVE
13500430;354390705000006P;35;3543907;AVENIDA;;SEIS
13500430;354390705000006P;35;3543907;AVENIDA;;SEIS
13500160;354390705000008P;35;3543907;RUA;;TRES
13500430;354390705000006P;35;3543907;AVENIDA;;SEIS
13500430;354390705000006P;35;3543907;AVENIDA;;SEIS
13500220;354390705000020P;35;3543907;RUA;;NOVE
13504300;354390705000103P;35;3543907;RUA;;VINTE E DOIS
13504227;354390705000129P;35;3543907;RUA;;DOIS JZ
13504227;354390705000129P;35;3543907;RUA;;DOIS JZ
13500430;354390705000006P;35;3543907;AVENIDA;;SEIS
13500430;354390705000006P;35;3543907;AVENIDA;;SEIS
13500220;354390705000020P;35;3543907;RUA;;NOVE
13500505;354390705000006P;35;3543907;AVENIDA;VISCONDE;DE RIO CLARO
13500380;354390705000008P;35;3543907;AVENIDA;;5
13504300;354390705000103P;35;3543907;RUA;;VINTE E DOIS
13503400;354390705000015P;35;3543907;AVENIDA;;TREZE
13500220;354390705000020P;35;3543907;RUA;;NOVE
13504300;354390705000103P;35;3543907;RUA;;VINTE E DOIS
13504227;354390705000129P;35;3543907;RUA;;DOIS JZ
13503400;354390705000015P;35;3543907;AVENIDA;;TREZE
13500430;354390705000006P;35;3543907;AVENIDA;;SEIS
13500160;354390705000008P;35;3543907;RUA;;TRES
13504227;354390705000129P;35;3543907;RUA;;DOIS JZ
13500430;354390705000006P;35;3543907;AVENIDA;;SEIS
13503400;354390705000015P;35;3543907;AVENIDA;;TREZE
13500430;354390705000006P;35;3543907;AVENIDA;;SEIS
13500430;354390705000006P;35;3543907;AVENIDA;;SEIS
13500402;354390705000004P;35;3543907;AVENIDA;;UM
13504300;354390705000103P;35;3543907;RUA;;VINTE E DOIS
13504300;354390705000103P;35;3543907;RUA;;VINTE E DOIS
13500220;354390705000020P;35;3543907;RUA;;NOVE
13500160;354390705000008P;35;3543907;RUA;;TRES
13504227;354390705000129P;35;3543907;RUA;;DOIS JZ
13500160;354390705000008P;35;3543907;RUA;;TRES
13500505;354390705000006P;35;3543907;AVENIDA;VISCONDE;DE RIO CLARO
13500160;354390705000008P;35;3543907;RUA;;TRES
13500220;354390705000020P;35;3543907;RUA;;NOVE
13500220;354390705000020P;35;3543907;RUA;;NOVE
13504300;354390705000103P;35;3543907;RUA;;VINTE E DOIS
13504300;354390705000103P;35;3543907;RUA;;VINTE E DOIS
13500430;354390705000006P;35;3543907;AVENIDA;;SEIS
13500160;354390705000008P;35;3543907;RUA;;TRES
13500430;354390705000006P;35;3543907;AVENIDA;;SEIS
13504300;354390705000103P;35;3543907;RUA;;VINTE E DOIS
13505360;354390705000130P;35;3543907;AVENIDA;;M VINTE E UM
13500402;354390705000004P;35;3543907;TRAVESSA;;DO RADIO
13500140;354390705000024P;35;3543907;RUA;;UM
13500402;354390705000004P;35;3543907;TRAVESSA;;DO RADIO
13503010;354390705000228P;35;3543907;RUA;;VINTE E CINCO
13505360;354390705000130P;35;3543907;AVENIDA;;M VINTE E UM
13500110;354390705000003P;35;3543907;RUA;;12
13500140;354390705000024P;35;3543907;RUA;;UM
13506780;354390705000051P;35;3543907;AVENIDA;;2 A
13505360;354390705000130P;35;3543907;AVENIDA;;M VINTE E UM
13500140;354390705000024P;35;3543907;RUA;;UM
13500110;354390705000003P;35;3543907;RUA;;12
13500140;354390705000024P;35;3543907;RUA;;UM
13500350;354390705000008P;35;3543907;AVENIDA;;ONZE
13500100;354390705000004P;35;3543907;RUA;;ONZE
13506780;354390705000051P;35;3543907;AVENIDA;;2 A
13505360;354390705000130P;35;3543907;AVENIDA;;M VINTE E UM
13500140;354390705000024P;35;3543907;RUA;;UM
13503010;354390705000228P;35;3543907;RUA;;VINTE E CINCO
13500160;354390705000024P;35;3543907;RUA;;TRES
13506780;354390705000051P;35;3543907;AVENIDA;;2 A
13506780;354390705000051P;35;3543907;AVENIDA;;2 A
13500402;354390705000004P;35;3543907;TRAVESSA;;DO RADIO
13503010;354390705000228P;35;3543907;RUA;;VINTE E CINCO
13505360;354390705000130P;35;3543907;AVENIDA;;M VINTE E UM
13500160;354390705000024P;35;3543907;RUA;;TRES
13503010;354390705000228P;35;3543907;RUA;;VINTE E CINCO
13500110;354390705000003P;35;3543907;RUA;;12
13500100;354390705000004P;35;3543907;RUA;;ONZE
13500140;354390705000024P;35;3543907;RUA;;UM
13500160;354390705000024P;35;3543907;RUA;;TRES
13500140;354390705000024P;35;3543907;RUA;;UM
13503010;354390705000228P;35;3543907;RUA;;VINTE E CINCO
13503010;354390705000228P;35;3543907;RUA;;VINTE E CINCO
13505360;354390705000130P;35;3543907;AVENIDA;;M VINTE E UM
13505580;354390705000129P;35;3543907;AVENIDA;;UM BRC
13500110;354390705000003P;35;3543907;RUA;;12
13500350;354390705000008P;35;3543907;AVENIDA;;ONZE
13500402;354390705000004P;35;3543907;TRAVESSA;;DO RADIO
13505360;354390705000130P;35;3543907;AVENIDA;;M VINTE E UM
13500100;354390705000004P;35;3543907;RUA;;ONZE
13500110;354390705000003P;35;3543907;RUA;;12
13500110;354390705000003P;35;3543907;RUA;;12
13505360;354390705000130P;35;3543907;AVENIDA;;M VINTE E UM
13500402;354390705000004P;35;3543907;TRAVESSA;;DO RADIO
13500160;354390705000024P;35;3543907;RUA;;TRES
13500160;354390705000024P;35;3543907;RUA;;TRES
13506780;354390705000051P;35;3543907;AVENIDA;;2 A
13505360;354390705000130P;35;3543907;AVENIDA;;M VINTE E UM
13506780;354390705000051P;35;3543907;AVENIDA;;2 A
13505360;354390705000130P;35;3543907;AVENIDA;;M VINTE E UM
13500100;354390705000004P;35;3543907;RUA;;ONZE
13500402;354390705000004P;35;3543907;TRAVESSA;;DO RADIO
13500402;354390705000004P;35;3543907;TRAVESSA;;DO RADIO
